,comment,label
1347,rt girl wanna hoe around turn gone regret shit afterwards,toxic
1348,hey ned hey ned actually fuck ing work encyclopedia care block un block,toxic
1349,alcohol might factor,not_toxic
1350,gym thing happen day,not_toxic
1351,vandalized crap tell like got fuck ing problem maybe need take long look fuck ing e mail take care,toxic
1352,myanmar want lodge formal complaint pat targeting post myanmar page deletion oppose military rule myanmar think important wikipedia allow people encyc used raise awareness critical issue,not_toxic
1353,rt bitch unnecessary thing lol,toxic
1354,fir oin ie ou u kee ou iou durin follo ro e hrough u e onia nex ill u ila e eni al e ou ea ill u bi kin ake love ou kin hand ill hen u en u ull ou olon ill u e olon urba ion hen done ill hove hroa finally ill di e body de osi du belon,toxic
1355,astonished hasnt received accolade deserves win today especially,not_toxic
1356,rt try tell grandpa music trash httpstcokyulqzobc,not_toxic
1357,rolling wasting money wrap gluntofficial game changer,not_toxic
1358,still trying get shock keshis death shuaibu amodu follows,not_toxic
1359,dick get dick,toxic
1360,nap spot ali,not_toxic
1361,incorrect labor cost labor cost building anything labor exerted build charge labor something took le labor build equitable according warren simple straightforward,not_toxic
1362,wtf talking fuck er stupid ar hole momma bitch talk people respect b summon,toxic
1363,fucked bitch used dream coulda died came disbelief nah dont wish speak name shit weak,toxic
1364,please see ref article mentioned wikipedia youngest patent holder india moreover mentioned news latest book real life hero providing notable reliable reference feel dna group reliable notable reference page exists wikipedia really believe ever ever provide information article bad intention word sock meatpuppets asked suggested anything edit write free man send information free person analyse wikipedia ref article mentioned wikipedia youngest patent holder india subject speak bad word word verbatim book review repeat india youngest patent holder youngest disabled patent holder world claim bhati supporter pushing fails reliable source discourage people sending information relevant reliable notable,not_toxic
1365,camel toe rather moose knuckle,not_toxic
1366,u always u,not_toxic
1367,low intensity key got turned political bull shit go make occasional edit vandalize talk page sort thing,toxic
1368,commit message like add empty test make happy make,not_toxic
1369,first shooting day today,not_toxic
1370,mate try addressing argument rather,not_toxic
1371,nuisance piece shit fuck,toxic
1372,gtgtgtgtyesterday,not_toxic
1373,poor little bit cheeky amp,not_toxic
1374,oh god triggered,toxic
1375,hate hate hate hate hating hnm eh ima fuck balla shit real son recognise h ter shea think game fuck son shit real life playa think badass cuz ur new york eh fuck compton son shit real hnm international balla,toxic
1376,watched encore gorgeous year ago even,not_toxic
1377,rt wtf rt peed bitch httpstcowejgikgim ill cut shit,toxic
1378,jealous bitch like dont subtweet hoe,toxic
1379,scatter may blessampkeep shine upon gracious look kindly toward one another let u,toxic
1380,testing new bellamianta tan,not_toxic
1381,fuck shut fuck,toxic
1382,palestnian imagery figure nationalitiesexamples front image prominant figure rather obscure image two smiling child suggested prominent palestinian feel free expand namelist add list template mohammad amin al husayni yasser arafat faisal husseini mahmoud abbas rana raslan israeli citizen arab palestinian winner miss israel controvercial suggestion interesting ahmad tibi palestnian arab israeli knesset member azmi bishara pro resistance palestnian arab israeli knesset member,not_toxic
1383,visit library weekly trip library fun bookstore cheaper,not_toxic
1384,nobody half brain care opinion youre deep state swamp creature who true intent,toxic
1385,go ahead atlan keep posting message talk page un helpful edits simply bleed death want treat like piece garbage boost low self esteem let stand way right fuck ing loser deserve die hate fact even bother get know without passing judgment give shit well damn game w hate ver kill live perfect life need thank remove call troll ban w hate ver wish wake morning anyway people like give shit anymore,toxic
1386,ripieno concerto cinque two viola scoring one check proportion case supposed th c two viola scoring actually scoring alto viola tenor viola one maybe start looking score one get impression indeed case one look reputable source statement supposed original research,not_toxic
1387,wanna play pin da tail da colored man butt,toxic
1388,live darkness guy full yourselfs importance mind maybe drunk power,not_toxic
1389,yeah,not_toxic
1390,mediawiki duplicate defaultsort realize wonderful thing created eight week ago intention address conflict pupped category created hope although want jump take care one finish l r complain stumbled across category page end today fewer goal get non trivial item resolved end next week start page category biography article without listas parameter project keep trouble rest life resolving conflict first category learned banner work probably anyone else except folk like know banner work also leaned item set defaultsort added bonus leaned couple keyboard shortcut know become almost addicted preview absolutely best part dup d category created continue monitor daily basis safety net mess something page category biography article without listas parameter easiest error make neglect put listas value template us want throw fit thank,not_toxic
1391,ever called discriminatory name racial slur ever dealt w bullying prejudice due race gen,not_toxic
1392,hbo confirms supersized season finale,not_toxic
1393,danny motif clearly encyclopaedic seen method time time wikipedia page say quickly insert inline reference web page inserting url surrounded single square bracket provide much information reader much better citing source interestingly see attacked vandalized quote website none watchtower multiple link surprise gross bias screaming rooftop link quote website extremely encyclopaedic page commentary list printed material give fair reasonable coverage rather selective quote given source publication date page number proof reference apparent fear terror public might actually read watchtower organization written revealing clearly agenda vandalize ban free speech suit agenda dissimilar religious organisation suggest look inside see many month feel desperate need hide accurate comprehensive dated quote direct unaltered published watch tower society give publication watchtower website sure many happy list link think find refuse give information public le flattering publication need see comprehensive fully documented source like excellent quote site failed substantiate claim quote site merely saying useful deadpan pov basis fear reality desperate urged manipulate public posted central august,not_toxic
1394,mandarin chinese word bureaucrat term prefered bureaucrat aquired negative connotation due general lack integrity people getting job tend position role tend kept secret general public encyclopedia source interesting important information make sense saying putting article contains list top bureaucrat system government together information qualification job history got job making bio pov publishing directory reason given valid patently false furtermore information would linked made part job stub people know type job,not_toxic
1395,becasue as hole cunt fuck ing as hole whimsical reverts legitimate addition biased nature go fuck pathetic existence,toxic
1396,tomorrow last day join team,not_toxic
1397,rt emma watson httptcofgkfauklo,toxic
1398,th anniversary national conference kansa city mo,not_toxic
